Event	ID	Name			Wwise Object Path	Notes
	13776098	Explosion			\Default Work Unit\Explosion	
	236860119	Splat			\Default Work Unit\Splat	
	333089542	CooldownFamas			\Default Work Unit\CooldownFamas	
	443235554	FootstepsEnemies			\Default Work Unit\FootstepsEnemies	
	579662040	Gas			\Default Work Unit\Gas	
	607500489	WaveBegin			\Default Work Unit\WaveBegin	
	643270054	ShootFamas			\Default Work Unit\ShootFamas	
	737767022	Scream			\Default Work Unit\Scream	
	948477392	EmptyFamas			\Default Work Unit\EmptyFamas	
	1125500713	Intro			\Default Work Unit\Intro	
	1210244458	EmptyUzi			\Default Work Unit\EmptyUzi	
	1237719143	ChoppingTentacle			\Default Work Unit\ChoppingTentacle	
	1242093309	RomanticConversation			\Default Work Unit\RomanticConversation	
	1307358801	IkuraAttack			\Default Work Unit\IkuraAttack	
	1343187212	ShootRaygun			\Default Work Unit\ShootRaygun	
	1348410100	TentacleSlam			\Default Work Unit\TentacleSlam	
	1392147812	TeleportButton			\Default Work Unit\TeleportButton	
	1584507803	Click			\Default Work Unit\Click	
	1656947812	PlayerDeath			\Default Work Unit\PlayerDeath	
	1687970961	ConveyorBelt			\Default Work Unit\ConveyorBelt	
	1702629134	OnigiriDeath			\Default Work Unit\OnigiriDeath	
	1772555380	DummyCountdown			\Default Work Unit\DummyCountdown	
	1792029697	BossScream			\Default Work Unit\BossScream	
	1800572192	ShootShotgun			\Default Work Unit\ShootShotgun	
	1959458075	ShootPistol			\Default Work Unit\ShootPistol	
	1970138382	TakoBackground			\Default Work Unit\TakoBackground	
	2026920480	Roll			\Default Work Unit\Roll	
	2032173003	FutomakiDeath			\Default Work Unit\FutomakiDeath	
	2057496675	CrackingFloor			\Default Work Unit\CrackingFloor	
	2062279300	PlayerDamageHit			\Default Work Unit\PlayerDamageHit	
	2129132928	BossGrunt			\Default Work Unit\BossGrunt	
	2129816966	FilmConversation			\Default Work Unit\FilmConversation	
	2139269741	ExplosionTimer			\Default Work Unit\ExplosionTimer	
	2162906834	BaoMumbling			\Default Work Unit\BaoMumbling	
	2201105581	Credits			\Default Work Unit\Credits	
	2283047610	DummyHit			\Default Work Unit\DummyHit	
	2501306844	OnigiriAttack			\Default Work Unit\OnigiriAttack	
	2724248488	WarningBoss			\Default Work Unit\WarningBoss	
	2743512573	EmptySniper			\Default Work Unit\EmptySniper	
	2883364373	WeaponPickup			\Default Work Unit\WeaponPickup	
	2936962349	TurnPage			\Default Work Unit\TurnPage	
	2983074611	MedKit			\Default Work Unit\MedKit	
	3076352219	FutomakiAttack			\Default Work Unit\FutomakiAttack	
	3097990443	ShootSniper			\Default Work Unit\ShootSniper	
	3108652399	ShootRpg			\Default Work Unit\ShootRpg	
	3176895516	ShootUzi			\Default Work Unit\ShootUzi	
	3355135784	IkuraProjectile			\Default Work Unit\IkuraProjectile	
	3392074037	IkuraDeath			\Default Work Unit\IkuraDeath	
	3500068760	InkShoot			\Default Work Unit\InkShoot	
	3643184226	MiniMap			\Default Work Unit\MiniMap	
	3686178940	CooldownUzi			\Default Work Unit\CooldownUzi	
	3760814375	Grill			\Default Work Unit\Grill	
	3762955427	Tutorial			\Default Work Unit\Tutorial	
	3865216745	FootstepsPlayer			\Default Work Unit\FootstepsPlayer	
	3877889958	ShopFallDown			\Default Work Unit\ShopFallDown	
	3982605422	Laser			\Default Work Unit\Laser	
	3991942870	Music			\Default Work Unit\Music	
	4016454680	Laugh			\Default Work Unit\Laugh	
	4020555763	RpgExplosion			\Default Work Unit\RpgExplosion	
	4259908363	CooldownSniper			\Default Work Unit\CooldownSniper	

Switch Group	ID	Name			Wwise Object Path	Notes
	3677545409	Weapons_ammo			\Default Work Unit\Weapons_ammo	

Switch	ID	Name	Switch Group			Notes
	3354297748	Empty	Weapons_ammo			
	3620752402	Loaded	Weapons_ammo			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	11758809	Laser	C:\Users\Nico\Desktop\Project S\Project S_WwiseProject\.cache\Windows\SFX\PlayerSkillBeam_EA14B6FC.wem		\Actor-Mixer Hierarchy\Default Work Unit\Abilities\Laser		438416
	13970989	WeaponPickup	C:\Users\Nico\Desktop\Project S\Project S_WwiseProject\.cache\Windows\SFX\WeaponPickup_20B84742.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\WeaponPickup		157888
	28444962	RpgExplosion	C:\Users\Nico\Desktop\Project S\Project S_WwiseProject\.cache\Windows\SFX\explosion-47163_C3F1F33E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\RpgExplosion		85312
	40070512	CrackingFloor	C:\Users\Nico\Desktop\Project S\Project S_WwiseProject\.cache\Windows\SFX\CrackingFloor_19F06622.wem		\Actor-Mixer Hierarchy\Default Work Unit\Boss\CrackingFloor		124864
	44734596	PistolGunfire	C:\Users\Nico\Desktop\Project S\Project S_WwiseProject\.cache\Windows\SFX\9mm_gunshot-104571_38044A92.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\PistolGunfire		38464
	45467557	RifleGunfire-004	C:\Users\Nico\Desktop\Project S\Project S_WwiseProject\.cache\Windows\SFX\RifleGunfire-004_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\Famas\Loaded\RifleGunfire-004		8284
	45999561	OnigiriDeath	C:\Users\Nico\Desktop\Project S\Project S_WwiseProject\.cache\Windows\SFX\OnigiriDeath_1A904FC9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy\OnigiriDeath		98586
	51529185	Cooldown	C:\Users\Nico\Desktop\Project S\Project S_WwiseProject\.cache\Windows\SFX\UziCooldown_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\UZI\Cooldown		993548
	78108305	Scream	C:\Users\Nico\Desktop\Project S\Project S_WwiseProject\.cache\Windows\SFX\Voice_Scream_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Scream		384372
	80193230	RifleEmptyMag-002	C:\Users\Nico\Desktop\Project S\Project S_WwiseProject\.cache\Windows\SFX\RifleEmptyMag-002_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\Famas\Empty\RifleEmptyMag-002		13552
	98181527	RifleGunfire-003	C:\Users\Nico\Desktop\Project S\Project S_WwiseProject\.cache\Windows\SFX\RifleGunfire-003_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\Famas\Loaded\RifleGunfire-003		7436
	152369639	Footsteps_Player_2	C:\Users\Nico\Desktop\Project S\Project S_WwiseProject\.cache\Windows\SFX\Footsteps_Player_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player\Footsteps_Player_2		124216
	161125620	RpgGunfire	C:\Users\Nico\Desktop\Project S\Project S_WwiseProject\.cache\Windows\SFX\missile-blast-2-95177_E60B39B6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\RpgGunfire		120064
	169562177	ConveyorBelt	C:\Users\Nico\Desktop\Project S\Project S_WwiseProject\.cache\Windows\SFX\ConveyorBelt_57BE3351.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\ConveyorBelt		3235264
	169643596	UI_TurningPage	C:\Users\Nico\Desktop\Project S\Project S_WwiseProject\.cache\Windows\SFX\UI_TurningPage_74B490CA.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI_TurningPage		305432
	193436424	TeleportButton	C:\Users\Nico\Desktop\Project S\Project S_WwiseProject\.cache\Windows\SFX\Button_B5B34C90.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\TeleportButton		70808
	193992199	Roll	C:\Users\Nico\Desktop\Project S\Project S_WwiseProject\.cache\Windows\SFX\PlayerSkillRoll_90A63FCE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Abilities\Roll		104368
